id,categoryname,subcategoryname,productname,orderdate,duedate,shipdate,unitprice,discountamount,totalproductcost,productstandardcost,salesamount,taxamt,freight
2123,Bikes,Road Bikes,"Road-250 Black, 48",2012-03-09,2012-03-21,2012-03-16,2181.56,0.00,1320.68,1320.68,2181.56,174.53,54.54
2124,Bikes,Road Bikes,"Road-250 Black, 52",2012-03-09,2012-03-21,2012-03-16,2181.56,0.00,1320.68,1320.68,2181.56,174.53,54.54
2125,Bikes,Road Bikes,"Road-250 Red, 44",2012-03-09,2012-03-21,2012-03-16,2443.35,0.00,1518.79,1518.79,2443.35,195.47,61.08
2126,Bikes,Road Bikes,"Road-650 Black, 52",2012-03-09,2012-03-21,2012-03-16,782.99,0.00,486.71,486.71,782.99,62.64,19.57
2127,Bikes,Road Bikes,"Road-650 Black, 62",2012-03-09,2012-03-21,2012-03-16,782.99,0.00,486.71,486.71,782.99,62.64,19.57
2128,Bikes,Mountain Bikes,"Mountain-200 Black, 42",2012-03-10,2012-03-22,2012-03-17,2049.10,0.00,1105.81,1105.81,2049.10,163.93,51.23
2129,Bikes,Mountain Bikes,"Mountain-200 Silver, 42",2012-03-10,2012-03-22,2012-03-17,2071.42,0.00,1117.86,1117.86,2071.42,165.71,51.79
2130,Bikes,Road Bikes,"Road-250 Black, 58",2012-03-10,2012-03-22,2012-03-17,2181.56,0.00,1320.68,1320.68,2181.56,174.53,54.54
2131,Bikes,Road Bikes,"Road-250 Red, 48",2012-03-10,2012-03-22,2012-03-17,2443.35,0.00,1518.79,1518.79,2443.35,195.47,61.08
2132,Bikes,Road Bikes,"Road-250 Red, 52",2012-03-10,2012-03-22,2012-03-17,2443.35,0.00,1518.79,1518.79,2443.35,195.47,61.08
2133,Bikes,Road Bikes,"Road-250 Red, 58",2012-03-10,2012-03-22,2012-03-17,2181.56,0.00,1320.68,1320.68,2181.56,174.53,54.54
2134,Bikes,Road Bikes,"Road-550-W Yellow, 44",2012-03-10,2012-03-22,2012-03-17,1000.44,0.00,605.65,605.65,1000.44,80.04,25.01
2135,Bikes,Road Bikes,"Road-550-W Yellow, 48",2012-03-10,2012-03-22,2012-03-17,1000.44,0.00,605.65,605.65,1000.44,80.04,25.01
2136,Bikes,Mountain Bikes,"Mountain-200 Silver, 38",2012-03-11,2012-03-23,2012-03-18,2071.42,0.00,1117.86,1117.86,2071.42,165.71,51.79
2137,Bikes,Road Bikes,"Road-250 Black, 52",2012-03-11,2012-03-23,2012-03-18,2181.56,0.00,1320.68,1320.68,2181.56,174.53,54.54
2138,Bikes,Road Bikes,"Road-250 Red, 58",2012-03-11,2012-03-23,2012-03-18,2181.56,0.00,1320.68,1320.68,2181.56,174.53,54.54
2139,Bikes,Road Bikes,"Road-550-W Yellow, 40",2012-03-11,2012-03-23,2012-03-18,1000.44,0.00,605.65,605.65,1000.44,80.04,25.01
2140,Bikes,Road Bikes,"Road-650 Black, 44",2012-03-11,2012-03-23,2012-03-18,782.99,0.00,486.71,486.71,782.99,62.64,19.57
2141,Bikes,Road Bikes,"Road-650 Red, 48",2012-03-11,2012-03-23,2012-03-18,782.99,0.00,486.71,486.71,782.99,62.64,19.57
2142,Bikes,Mountain Bikes,"Mountain-200 Black, 38",2012-03-12,2012-03-24,2012-03-19,2049.10,0.00,1105.81,1105.81,2049.10,163.93,51.23
2143,Bikes,Mountain Bikes,"Mountain-200 Black, 46",2012-03-12,2012-03-24,2012-03-19,2049.10,0.00,1105.81,1105.81,2049.10,163.93,51.23
2144,Bikes,Mountain Bikes,"Mountain-200 Silver, 42",2012-03-12,2012-03-24,2012-03-19,2071.42,0.00,1117.86,1117.86,2071.42,165.71,51.79
2145,Bikes,Road Bikes,"Road-250 Black, 44",2012-03-12,2012-03-24,2012-03-19,2181.56,0.00,1320.68,1320.68,2181.56,174.53,54.54
2146,Bikes,Road Bikes,"Road-250 Black, 52",2012-03-12,2012-03-24,2012-03-19,2181.56,0.00,1320.68,1320.68,2181.56,174.53,54.54
2147,Bikes,Road Bikes,"Road-250 Black, 58",2012-03-12,2012-03-24,2012-03-19,2181.56,0.00,1320.68,1320.68,2181.56,174.53,54.54
2148,Bikes,Road Bikes,"Road-250 Red, 58",2012-03-12,2012-03-24,2012-03-19,2181.56,0.00,1320.68,1320.68,2181.56,174.53,54.54
2149,Bikes,Road Bikes,"Road-550-W Yellow, 42",2012-03-12,2012-03-24,2012-03-19,1000.44,0.00,605.65,605.65,1000.44,80.04,25.01
2150,Bikes,Road Bikes,"Road-550-W Yellow, 44",2012-03-12,2012-03-24,2012-03-19,1000.44,0.00,605.65,605.65,1000.44,80.04,25.01
2151,Bikes,Road Bikes,"Road-650 Black, 48",2012-03-12,2012-03-24,2012-03-19,782.99,0.00,486.71,486.71,782.99,62.64,19.57
2152,Bikes,Road Bikes,"Road-650 Red, 48",2012-03-12,2012-03-24,2012-03-19,782.99,0.00,486.71,486.71,782.99,62.64,19.57
2153,Bikes,Mountain Bikes,"Mountain-200 Black, 42",2012-03-13,2012-03-25,2012-03-20,2049.10,0.00,1105.81,1105.81,2049.10,163.93,51.23
2154,Bikes,Mountain Bikes,"Mountain-200 Black, 46",2012-03-13,2012-03-25,2012-03-20,2049.10,0.00,1105.81,1105.81,2049.10,163.93,51.23
2155,Bikes,Mountain Bikes,"Mountain-200 Silver, 42",2012-03-13,2012-03-25,2012-03-20,2071.42,0.00,1117.86,1117.86,2071.42,165.71,51.79
2156,Bikes,Road Bikes,"Road-250 Red, 44",2012-03-13,2012-03-25,2012-03-20,2443.35,0.00,1518.79,1518.79,2443.35,195.47,61.08
2157,Bikes,Road Bikes,"Road-250 Red, 58",2012-03-13,2012-03-25,2012-03-20,2181.56,0.00,1320.68,1320.68,2181.56,174.53,54.54
2158,Bikes,Road Bikes,"Road-650 Black, 52",2012-03-13,2012-03-25,2012-03-20,782.99,0.00,486.71,486.71,782.99,62.64,19.57
2159,Bikes,Road Bikes,"Road-650 Black, 58",2012-03-13,2012-03-25,2012-03-20,782.99,0.00,486.71,486.71,782.99,62.64,19.57
2160,Bikes,Road Bikes,"Road-650 Black, 62",2012-03-13,2012-03-25,2012-03-20,782.99,0.00,486.71,486.71,782.99,62.64,19.57
2161,Bikes,Road Bikes,"Road-650 Red, 52",2012-03-13,2012-03-25,2012-03-20,782.99,0.00,486.71,486.71,782.99,62.64,19.57
2162,Bikes,Mountain Bikes,"Mountain-200 Black, 46",2012-03-14,2012-03-26,2012-03-21,2049.10,0.00,1105.81,1105.81,2049.10,163.93,51.23
2163,Bikes,Road Bikes,"Road-250 Black, 52",2012-03-14,2012-03-26,2012-03-21,2181.56,0.00,1320.68,1320.68,2181.56,174.53,54.54
2164,Bikes,Road Bikes,"Road-250 Black, 58",2012-03-14,2012-03-26,2012-03-21,2181.56,0.00,1320.68,1320.68,2181.56,174.53,54.54
2165,Bikes,Road Bikes,"Road-250 Red, 52",2012-03-14,2012-03-26,2012-03-21,2443.35,0.00,1518.79,1518.79,2443.35,195.47,61.08
2166,Bikes,Mountain Bikes,"Mountain-200 Silver, 46",2012-03-15,2012-03-27,2012-03-22,2071.42,0.00,1117.86,1117.86,2071.42,165.71,51.79
2167,Bikes,Road Bikes,"Road-250 Black, 52",2012-03-15,2012-03-27,2012-03-22,2181.56,0.00,1320.68,1320.68,2181.56,174.53,54.54
2168,Bikes,Road Bikes,"Road-250 Red, 44",2012-03-15,2012-03-27,2012-03-22,2443.35,0.00,1518.79,1518.79,2443.35,195.47,61.08
2169,Bikes,Road Bikes,"Road-650 Red, 58",2012-03-15,2012-03-27,2012-03-22,782.99,0.00,486.71,486.71,782.99,62.64,19.57
2170,Bikes,Road Bikes,"Road-650 Red, 62",2012-03-15,2012-03-27,2012-03-22,782.99,0.00,486.71,486.71,782.99,62.64,19.57
2171,Bikes,Road Bikes,"Road-250 Black, 48",2012-03-16,2012-03-28,2012-03-23,2181.56,0.00,1320.68,1320.68,2181.56,174.53,54.54
2172,Bikes,Road Bikes,"Road-250 Black, 52",2012-03-16,2012-03-28,2012-03-23,2181.56,0.00,1320.68,1320.68,2181.56,174.53,54.54
2173,Bikes,Road Bikes,"Road-250 Black, 58",2012-03-16,2012-03-28,2012-03-23,2181.56,0.00,1320.68,1320.68,2181.56,174.53,54.54
2174,Bikes,Road Bikes,"Road-550-W Yellow, 48",2012-03-16,2012-03-28,2012-03-23,1000.44,0.00,605.65,605.65,1000.44,80.04,25.01
2175,Bikes,Mountain Bikes,"Mountain-200 Black, 46",2012-03-17,2012-03-29,2012-03-24,2049.10,0.00,1105.81,1105.81,2049.10,163.93,51.23
2176,Bikes,Mountain Bikes,"Mountain-200 Silver, 38",2012-03-17,2012-03-29,2012-03-24,2071.42,0.00,1117.86,1117.86,2071.42,165.71,51.79
2177,Bikes,Road Bikes,"Road-250 Black, 52",2012-03-17,2012-03-29,2012-03-24,2181.56,0.00,1320.68,1320.68,2181.56,174.53,54.54
2178,Bikes,Road Bikes,"Road-250 Red, 44",2012-03-17,2012-03-29,2012-03-24,2443.35,0.00,1518.79,1518.79,2443.35,195.47,61.08
2179,Bikes,Road Bikes,"Road-250 Red, 48",2012-03-17,2012-03-29,2012-03-24,2443.35,0.00,1518.79,1518.79,2443.35,195.47,61.08
2180,Bikes,Road Bikes,"Road-250 Red, 52",2012-03-17,2012-03-29,2012-03-24,2443.35,0.00,1518.79,1518.79,2443.35,195.47,61.08
2181,Bikes,Road Bikes,"Road-650 Black, 58",2012-03-17,2012-03-29,2012-03-24,782.99,0.00,486.71,486.71,782.99,62.64,19.57
2182,Bikes,Road Bikes,"Road-250 Black, 44",2012-03-18,2012-03-30,2012-03-25,2181.56,0.00,1320.68,1320.68,2181.56,174.53,54.54
2183,Bikes,Road Bikes,"Road-250 Black, 48",2012-03-18,2012-03-30,2012-03-25,2181.56,0.00,1320.68,1320.68,2181.56,174.53,54.54
2184,Bikes,Road Bikes,"Road-250 Black, 58",2012-03-18,2012-03-30,2012-03-25,2181.56,0.00,1320.68,1320.68,2181.56,174.53,54.54
2185,Bikes,Road Bikes,"Road-250 Red, 58",2012-03-18,2012-03-30,2012-03-25,2181.56,0.00,1320.68,1320.68,2181.56,174.53,54.54
2186,Bikes,Road Bikes,"Road-550-W Yellow, 48",2012-03-18,2012-03-30,2012-03-25,1000.44,0.00,605.65,605.65,1000.44,80.04,25.01
2187,Bikes,Road Bikes,"Road-650 Black, 48",2012-03-18,2012-03-30,2012-03-25,782.99,0.00,486.71,486.71,782.99,62.64,19.57
2188,Bikes,Road Bikes,"Road-650 Red, 44",2012-03-18,2012-03-30,2012-03-25,782.99,0.00,486.71,486.71,782.99,62.64,19.57
2189,Bikes,Road Bikes,"Road-650 Red, 48",2012-03-18,2012-03-30,2012-03-25,782.99,0.00,486.71,486.71,782.99,62.64,19.57
2190,Bikes,Mountain Bikes,"Mountain-200 Black, 42",2012-03-19,2012-03-31,2012-03-26,2049.10,0.00,1105.81,1105.81,2049.10,163.93,51.23
2191,Bikes,Mountain Bikes,"Mountain-200 Silver, 46",2012-03-19,2012-03-31,2012-03-26,2071.42,0.00,1117.86,1117.86,2071.42,165.71,51.79
2192,Bikes,Road Bikes,"Road-250 Black, 58",2012-03-19,2012-03-31,2012-03-26,2181.56,0.00,1320.68,1320.68,2181.56,174.53,54.54
2193,Bikes,Road Bikes,"Road-550-W Yellow, 40",2012-03-19,2012-03-31,2012-03-26,1000.44,0.00,605.65,605.65,1000.44,80.04,25.01
2194,Bikes,Road Bikes,"Road-550-W Yellow, 42",2012-03-19,2012-03-31,2012-03-26,1000.44,0.00,605.65,605.65,1000.44,80.04,25.01
2195,Bikes,Road Bikes,"Road-650 Black, 52",2012-03-19,2012-03-31,2012-03-26,782.99,0.00,486.71,486.71,782.99,62.64,19.57
2196,Bikes,Road Bikes,"Road-650 Red, 62",2012-03-19,2012-03-31,2012-03-26,782.99,0.00,486.71,486.71,782.99,62.64,19.57
2197,Bikes,Mountain Bikes,"Mountain-200 Black, 38",2012-03-20,2012-04-01,2012-03-27,2049.10,0.00,1105.81,1105.81,2049.10,163.93,51.23
2198,Bikes,Mountain Bikes,"Mountain-200 Black, 46",2012-03-20,2012-04-01,2012-03-27,2049.10,0.00,1105.81,1105.81,2049.10,163.93,51.23
2199,Bikes,Road Bikes,"Road-250 Black, 44",2012-03-20,2012-04-01,2012-03-27,2181.56,0.00,1320.68,1320.68,2181.56,174.53,54.54
2200,Bikes,Road Bikes,"Road-250 Red, 48",2012-03-20,2012-04-01,2012-03-27,2443.35,0.00,1518.79,1518.79,2443.35,195.47,61.08
2201,Bikes,Road Bikes,"Road-250 Black, 48",2012-03-21,2012-04-02,2012-03-28,2181.56,0.00,1320.68,1320.68,2181.56,174.53,54.54
2202,Bikes,Road Bikes,"Road-250 Black, 58",2012-03-21,2012-04-02,2012-03-28,2181.56,0.00,1320.68,1320.68,2181.56,174.53,54.54
2203,Bikes,Road Bikes,"Road-550-W Yellow, 48",2012-03-21,2012-04-02,2012-03-28,1000.44,0.00,605.65,605.65,1000.44,80.04,25.01
2204,Bikes,Road Bikes,"Road-650 Red, 60",2012-03-21,2012-04-02,2012-03-28,782.99,0.00,486.71,486.71,782.99,62.64,19.57
2205,Bikes,Mountain Bikes,"Mountain-200 Silver, 38",2012-03-22,2012-04-03,2012-03-29,2071.42,0.00,1117.86,1117.86,2071.42,165.71,51.79
2206,Bikes,Road Bikes,"Road-250 Black, 48",2012-03-22,2012-04-03,2012-03-29,2181.56,0.00,1320.68,1320.68,2181.56,174.53,54.54
2207,Bikes,Road Bikes,"Road-550-W Yellow, 48",2012-03-22,2012-04-03,2012-03-29,1000.44,0.00,605.65,605.65,1000.44,80.04,25.01
2208,Bikes,Road Bikes,"Road-650 Black, 44",2012-03-22,2012-04-03,2012-03-29,782.99,0.00,486.71,486.71,782.99,62.64,19.57
2209,Bikes,Road Bikes,"Road-650 Black, 60",2012-03-22,2012-04-03,2012-03-29,782.99,0.00,486.71,486.71,782.99,62.64,19.57
2210,Bikes,Road Bikes,"Road-650 Red, 52",2012-03-22,2012-04-03,2012-03-29,782.99,0.00,486.71,486.71,782.99,62.64,19.57
2211,Bikes,Mountain Bikes,"Mountain-200 Silver, 38",2012-03-23,2012-04-04,2012-03-30,2071.42,0.00,1117.86,1117.86,2071.42,165.71,51.79
2212,Bikes,Mountain Bikes,"Mountain-200 Silver, 46",2012-03-23,2012-04-04,2012-03-30,2071.42,0.00,1117.86,1117.86,2071.42,165.71,51.79
2213,Bikes,Road Bikes,"Road-250 Black, 52",2012-03-23,2012-04-04,2012-03-30,2181.56,0.00,1320.68,1320.68,2181.56,174.53,54.54
2214,Bikes,Road Bikes,"Road-250 Black, 58",2012-03-23,2012-04-04,2012-03-30,2181.56,0.00,1320.68,1320.68,2181.56,174.53,54.54
2215,Bikes,Road Bikes,"Road-250 Red, 48",2012-03-23,2012-04-04,2012-03-30,2443.35,0.00,1518.79,1518.79,2443.35,195.47,61.08
2216,Bikes,Road Bikes,"Road-250 Red, 58",2012-03-23,2012-04-04,2012-03-30,2181.56,0.00,1320.68,1320.68,2181.56,174.53,54.54
2217,Bikes,Road Bikes,"Road-550-W Yellow, 44",2012-03-23,2012-04-04,2012-03-30,1000.44,0.00,605.65,605.65,1000.44,80.04,25.01
2218,Bikes,Road Bikes,"Road-650 Black, 52",2012-03-23,2012-04-04,2012-03-30,782.99,0.00,486.71,486.71,782.99,62.64,19.57
2219,Bikes,Road Bikes,"Road-650 Red, 52",2012-03-23,2012-04-04,2012-03-30,782.99,0.00,486.71,486.71,782.99,62.64,19.57
2220,Bikes,Road Bikes,"Road-250 Black, 52",2012-03-24,2012-04-05,2012-03-31,2181.56,0.00,1320.68,1320.68,2181.56,174.53,54.54
2221,Bikes,Road Bikes,"Road-250 Red, 48",2012-03-24,2012-04-05,2012-03-31,2443.35,0.00,1518.79,1518.79,2443.35,195.47,61.08
2222,Bikes,Road Bikes,"Road-250 Red, 58",2012-03-24,2012-04-05,2012-03-31,2181.56,0.00,1320.68,1320.68,2181.56,174.53,54.54
2223,Bikes,Road Bikes,"Road-550-W Yellow, 42",2012-03-24,2012-04-05,2012-03-31,1000.44,0.00,605.65,605.65,1000.44,80.04,25.01
2224,Bikes,Road Bikes,"Road-650 Black, 44",2012-03-24,2012-04-05,2012-03-31,782.99,0.00,486.71,486.71,782.99,62.64,19.57
2225,Bikes,Road Bikes,"Road-650 Red, 58",2012-03-24,2012-04-05,2012-03-31,782.99,0.00,486.71,486.71,782.99,62.64,19.57
2226,Bikes,Mountain Bikes,"Mountain-200 Silver, 38",2012-03-25,2012-04-06,2012-04-01,2071.42,0.00,1117.86,1117.86,2071.42,165.71,51.79
2227,Bikes,Mountain Bikes,"Mountain-200 Silver, 42",2012-03-25,2012-04-06,2012-04-01,2071.42,0.00,1117.86,1117.86,2071.42,165.71,51.79
2228,Bikes,Mountain Bikes,"Mountain-200 Silver, 46",2012-03-25,2012-04-06,2012-04-01,2071.42,0.00,1117.86,1117.86,2071.42,165.71,51.79
2229,Bikes,Road Bikes,"Road-250 Red, 48",2012-03-25,2012-04-06,2012-04-01,2443.35,0.00,1518.79,1518.79,2443.35,195.47,61.08
2230,Bikes,Road Bikes,"Road-250 Red, 52",2012-03-25,2012-04-06,2012-04-01,2443.35,0.00,1518.79,1518.79,2443.35,195.47,61.08
2231,Bikes,Road Bikes,"Road-250 Red, 58",2012-03-25,2012-04-06,2012-04-01,2181.56,0.00,1320.68,1320.68,2181.56,174.53,54.54
2232,Bikes,Road Bikes,"Road-650 Black, 52",2012-03-25,2012-04-06,2012-04-01,782.99,0.00,486.71,486.71,782.99,62.64,19.57
2233,Bikes,Road Bikes,"Road-650 Red, 52",2012-03-25,2012-04-06,2012-04-01,782.99,0.00,486.71,486.71,782.99,62.64,19.57
2234,Bikes,Mountain Bikes,"Mountain-200 Black, 46",2012-03-26,2012-04-07,2012-04-02,2049.10,0.00,1105.81,1105.81,2049.10,163.93,51.23
2235,Bikes,Road Bikes,"Road-250 Red, 58",2012-03-26,2012-04-07,2012-04-02,2181.56,0.00,1320.68,1320.68,2181.56,174.53,54.54
2236,Bikes,Road Bikes,"Road-650 Red, 48",2012-03-26,2012-04-07,2012-04-02,782.99,0.00,486.71,486.71,782.99,62.64,19.57
2237,Bikes,Mountain Bikes,"Mountain-200 Silver, 42",2012-03-27,2012-04-08,2012-04-03,2071.42,0.00,1117.86,1117.86,2071.42,165.71,51.79
2238,Bikes,Road Bikes,"Road-650 Red, 58",2012-03-27,2012-04-08,2012-04-03,782.99,0.00,486.71,486.71,782.99,62.64,19.57
2239,Bikes,Mountain Bikes,"Mountain-200 Silver, 38",2012-03-28,2012-04-09,2012-04-04,2071.42,0.00,1117.86,1117.86,2071.42,165.71,51.79
2240,Bikes,Mountain Bikes,"Mountain-200 Silver, 46",2012-03-28,2012-04-09,2012-04-04,2071.42,0.00,1117.86,1117.86,2071.42,165.71,51.79
2241,Bikes,Road Bikes,"Road-250 Black, 48",2012-03-28,2012-04-09,2012-04-04,2181.56,0.00,1320.68,1320.68,2181.56,174.53,54.54
2242,Bikes,Road Bikes,"Road-250 Red, 44",2012-03-28,2012-04-09,2012-04-04,2443.35,0.00,1518.79,1518.79,2443.35,195.47,61.08
2243,Bikes,Road Bikes,"Road-550-W Yellow, 40",2012-03-28,2012-04-09,2012-04-04,1000.44,0.00,605.65,605.65,1000.44,80.04,25.01
2244,Bikes,Road Bikes,"Road-550-W Yellow, 48",2012-03-28,2012-04-09,2012-04-04,1000.44,0.00,605.65,605.65,1000.44,80.04,25.01
2245,Bikes,Road Bikes,"Road-250 Black, 52",2012-03-29,2012-04-10,2012-04-05,2181.56,0.00,1320.68,1320.68,2181.56,174.53,54.54
2246,Bikes,Road Bikes,"Road-250 Red, 44",2012-03-29,2012-04-10,2012-04-05,2443.35,0.00,1518.79,1518.79,2443.35,195.47,61.08
2247,Bikes,Road Bikes,"Road-250 Red, 52",2012-03-29,2012-04-10,2012-04-05,2443.35,0.00,1518.79,1518.79,2443.35,195.47,61.08
2248,Bikes,Road Bikes,"Road-550-W Yellow, 42",2012-03-29,2012-04-10,2012-04-05,1000.44,0.00,605.65,605.65,1000.44,80.04,25.01
2249,Bikes,Road Bikes,"Road-550-W Yellow, 44",2012-03-29,2012-04-10,2012-04-05,1000.44,0.00,605.65,605.65,1000.44,80.04,25.01
2250,Bikes,Road Bikes,"Road-650 Black, 58",2012-03-29,2012-04-10,2012-04-05,782.99,0.00,486.71,486.71,782.99,62.64,19.57
2251,Bikes,Road Bikes,"Road-650 Red, 44",2012-03-29,2012-04-10,2012-04-05,782.99,0.00,486.71,486.71,782.99,62.64,19.57
2252,Bikes,Road Bikes,"Road-650 Red, 62",2012-03-29,2012-04-10,2012-04-05,782.99,0.00,486.71,486.71,782.99,62.64,19.57
2253,Bikes,Mountain Bikes,"Mountain-200 Black, 38",2012-03-30,2012-04-11,2012-04-06,2049.10,0.00,1105.81,1105.81,2049.10,163.93,51.23
2254,Bikes,Mountain Bikes,"Mountain-200 Black, 46",2012-03-30,2012-04-11,2012-04-06,2049.10,0.00,1105.81,1105.81,2049.10,163.93,51.23
2255,Bikes,Mountain Bikes,"Mountain-200 Silver, 46",2012-03-30,2012-04-11,2012-04-06,2071.42,0.00,1117.86,1117.86,2071.42,165.71,51.79
2256,Bikes,Road Bikes,"Road-250 Black, 48",2012-03-30,2012-04-11,2012-04-06,2181.56,0.00,1320.68,1320.68,2181.56,174.53,54.54
2257,Bikes,Road Bikes,"Road-250 Red, 48",2012-03-30,2012-04-11,2012-04-06,2443.35,0.00,1518.79,1518.79,2443.35,195.47,61.08
2258,Bikes,Road Bikes,"Road-650 Black, 52",2012-03-30,2012-04-11,2012-04-06,782.99,0.00,486.71,486.71,782.99,62.64,19.57
2259,Bikes,Road Bikes,"Road-650 Black, 58",2012-03-30,2012-04-11,2012-04-06,782.99,0.00,486.71,486.71,782.99,62.64,19.57
2260,Bikes,Road Bikes,"Road-650 Red, 44",2012-03-30,2012-04-11,2012-04-06,782.99,0.00,486.71,486.71,782.99,62.64,19.57
2261,Bikes,Mountain Bikes,"Mountain-200 Black, 38",2012-03-31,2012-04-12,2012-04-07,2049.10,0.00,1105.81,1105.81,2049.10,163.93,51.23
2262,Bikes,Mountain Bikes,"Mountain-200 Black, 42",2012-03-31,2012-04-12,2012-04-07,2049.10,0.00,1105.81,1105.81,2049.10,163.93,51.23
2263,Bikes,Mountain Bikes,"Mountain-200 Black, 46",2012-03-31,2012-04-12,2012-04-07,2049.10,0.00,1105.81,1105.81,2049.10,163.93,51.23
2264,Bikes,Road Bikes,"Road-250 Black, 48",2012-03-31,2012-04-12,2012-04-07,2181.56,0.00,1320.68,1320.68,2181.56,174.53,54.54
2265,Bikes,Road Bikes,"Road-650 Black, 62",2012-03-31,2012-04-12,2012-04-07,782.99,0.00,486.71,486.71,782.99,62.64,19.57
2266,Bikes,Road Bikes,"Road-650 Red, 48",2012-03-31,2012-04-12,2012-04-07,782.99,0.00,486.71,486.71,782.99,62.64,19.57
2267,Bikes,Road Bikes,"Road-650 Red, 62",2012-03-31,2012-04-12,2012-04-07,782.99,0.00,486.71,486.71,782.99,62.64,19.57
2268,Bikes,Mountain Bikes,"Mountain-200 Black, 42",2012-04-01,2012-04-13,2012-04-08,2049.10,0.00,1105.81,1105.81,2049.10,163.93,51.23
2269,Bikes,Mountain Bikes,"Mountain-200 Silver, 38",2012-04-01,2012-04-13,2012-04-08,2071.42,0.00,1117.86,1117.86,2071.42,165.71,51.79
2270,Bikes,Road Bikes,"Road-250 Black, 52",2012-04-01,2012-04-13,2012-04-08,2181.56,0.00,1320.68,1320.68,2181.56,174.53,54.54
2271,Bikes,Road Bikes,"Road-250 Red, 48",2012-04-01,2012-04-13,2012-04-08,2443.35,0.00,1518.79,1518.79,2443.35,195.47,61.08
2272,Bikes,Road Bikes,"Road-250 Red, 58",2012-04-01,2012-04-13,2012-04-08,2181.56,0.00,1320.68,1320.68,2181.56,174.53,54.54
2273,Bikes,Mountain Bikes,"Mountain-200 Silver, 42",2012-04-02,2012-04-14,2012-04-09,2071.42,0.00,1117.86,1117.86,2071.42,165.71,51.79
2274,Bikes,Road Bikes,"Road-250 Black, 48",2012-04-02,2012-04-14,2012-04-09,2181.56,0.00,1320.68,1320.68,2181.56,174.53,54.54
2275,Bikes,Road Bikes,"Road-250 Black, 58",2012-04-02,2012-04-14,2012-04-09,2181.56,0.00,1320.68,1320.68,2181.56,174.53,54.54
2276,Bikes,Road Bikes,"Road-250 Red, 58",2012-04-02,2012-04-14,2012-04-09,2181.56,0.00,1320.68,1320.68,2181.56,174.53,54.54
2277,Bikes,Road Bikes,"Road-550-W Yellow, 44",2012-04-02,2012-04-14,2012-04-09,1000.44,0.00,605.65,605.65,1000.44,80.04,25.01
2278,Bikes,Road Bikes,"Road-550-W Yellow, 48",2012-04-02,2012-04-14,2012-04-09,1000.44,0.00,605.65,605.65,1000.44,80.04,25.01
2279,Bikes,Mountain Bikes,"Mountain-200 Silver, 38",2012-04-03,2012-04-15,2012-04-10,2071.42,0.00,1117.86,1117.86,2071.42,165.71,51.79
2280,Bikes,Road Bikes,"Road-250 Black, 58",2012-04-03,2012-04-15,2012-04-10,2181.56,0.00,1320.68,1320.68,2181.56,174.53,54.54
2281,Bikes,Road Bikes,"Road-650 Red, 62",2012-04-03,2012-04-15,2012-04-10,782.99,0.00,486.71,486.71,782.99,62.64,19.57
2282,Bikes,Mountain Bikes,"Mountain-200 Black, 38",2012-04-04,2012-04-16,2012-04-11,2049.10,0.00,1105.81,1105.81,2049.10,163.93,51.23
2283,Bikes,Mountain Bikes,"Mountain-200 Black, 42",2012-04-04,2012-04-16,2012-04-11,2049.10,0.00,1105.81,1105.81,2049.10,163.93,51.23
2284,Bikes,Mountain Bikes,"Mountain-200 Silver, 46",2012-04-04,2012-04-16,2012-04-11,2071.42,0.00,1117.86,1117.86,2071.42,165.71,51.79
2285,Bikes,Road Bikes,"Road-250 Red, 58",2012-04-04,2012-04-16,2012-04-11,2181.56,0.00,1320.68,1320.68,2181.56,174.53,54.54
2286,Bikes,Road Bikes,"Road-550-W Yellow, 38",2012-04-04,2012-04-16,2012-04-11,1000.44,0.00,605.65,605.65,1000.44,80.04,25.01
2287,Bikes,Road Bikes,"Road-650 Black, 52",2012-04-04,2012-04-16,2012-04-11,782.99,0.00,486.71,486.71,782.99,62.64,19.57
2288,Bikes,Mountain Bikes,"Mountain-200 Silver, 38",2012-04-05,2012-04-17,2012-04-12,2071.42,0.00,1117.86,1117.86,2071.42,165.71,51.79
2289,Bikes,Road Bikes,"Road-250 Black, 52",2012-04-05,2012-04-17,2012-04-12,2181.56,0.00,1320.68,1320.68,2181.56,174.53,54.54
2290,Bikes,Road Bikes,"Road-250 Red, 48",2012-04-05,2012-04-17,2012-04-12,2443.35,0.00,1518.79,1518.79,2443.35,195.47,61.08
2291,Bikes,Road Bikes,"Road-650 Black, 44",2012-04-05,2012-04-17,2012-04-12,782.99,0.00,486.71,486.71,782.99,62.64,19.57
2292,Bikes,Road Bikes,"Road-650 Black, 58",2012-04-05,2012-04-17,2012-04-12,782.99,0.00,486.71,486.71,782.99,62.64,19.57
2293,Bikes,Road Bikes,"Road-650 Red, 62",2012-04-05,2012-04-17,2012-04-12,782.99,0.00,486.71,486.71,782.99,62.64,19.57
2294,Bikes,Mountain Bikes,"Mountain-200 Silver, 42",2012-04-06,2012-04-18,2012-04-13,2071.42,0.00,1117.86,1117.86,2071.42,165.71,51.79
2295,Bikes,Mountain Bikes,"Mountain-200 Silver, 46",2012-04-06,2012-04-18,2012-04-13,2071.42,0.00,1117.86,1117.86,2071.42,165.71,51.79
